title,text
Shutter,Banjong PisanthanakunFantasy Horror Mystery Thriller
Shutter,Parkpoom WongpoomFantasy Horror Mystery Thriller
Shutter Island,Martin ScorseseDrama Thriller Mystery
Shuttle,Edward AndersonCrime Drama Thriller Horror
Siberian Education,Gabriele SalvatoresDrama Crime
Sicario,Denis VilleneuveAction Crime Drama Mystery Thriller
Sicko,Michael MooreDocumentary
Sid & Nancy,Alex CoxDrama Music Romance
Side By Side,Christopher KenneallyDocumentary
Side Effects,Steven SoderberghThriller Crime Drama
Sideways,Alexander PayneComedy Drama Romance
Sightseers,Ben WheatleyComedy Crime Adventure
Signs,M. Night ShyamalanDrama Thriller Science Fiction Mystery
Silence,Martin ScorseseDrama History
Silenced,Hwang Dong-hyukDrama
Silent Hill,Christophe GansHorror Mystery
Silent Hill: Revelation 3D,Michael J. BassettThriller Horror Mystery
Silent House,Chris KentisHorror Mystery
Silent House,Laura LauHorror Mystery
Silent Movie,Mel BrooksComedy
Silent Night,Steven C. MillerComedy Horror Thriller Mystery
"Silent Night, Bloody Night",Theodore GershunyThriller Horror
"Silent Night, Deadly Night",Charles E. Sellier Jr.Thriller Horror
Silent Running,Douglas TrumbullAdventure Drama Science Fiction
Silk,François GirardDrama Romance
Silkwood,Mike NicholsDrama Thriller
Silver Bullet,Daniel AttiasHorror
Silver Linings Playbook,David O. RussellDrama Comedy Romance
Silver Streak,Arthur HillerComedy Crime Romance Thriller
Silverado,Lawrence KasdanAction Crime Drama Western
Simon,Marshall BrickmanComedy Science Fiction
Simon Of The Desert,Luis BuñuelComedy History Drama
Simon Says,William DearHorror Thriller
Simply Irresistible,Mark TarlovComedy
Sin City,Robert RodriguezAction Thriller Crime
Sin City,Frank MillerAction Thriller Crime
Sin City: A Dame To Kill For,Robert RodriguezCrime Thriller
Sin City: A Dame To Kill For,Frank MillerCrime Thriller
Sin Nombre,Cary FukunagaDrama Action Thriller Crime
Sinbad: Legend Of The Seven Seas,Tim JohnsonFamily Animation Adventure
Sinbad: Legend Of The Seven Seas,Patrick GilmoreFamily Animation Adventure
Since You Went Away,David O. SelznickDrama Romance War
Since You Went Away,Edward F. ClineDrama Romance War
Since You Went Away,John CromwellDrama Romance War
Since You Went Away,Tay GarnettDrama Romance War
Sing,Garth JenningsAnimation Comedy Drama Family Music
Sing Street,John CarneyRomance Drama Music
Singin' In The Rain,Stanley DonenComedy Music Romance
Singin' In The Rain,Gene KellyComedy Music Romance
Single By Contract,Marc RothemundRomance Comedy
Single White Female,Barbet SchroederThriller
Singles,Cameron CroweComedy Drama Romance
Sinister,Scott DerricksonHorror Thriller Mystery
Sinister 2,Ciaran FoyHorror
Sink The Bismarck!,Lewis GilbertAction Drama History War
Sinners And Saints,William KaufmanAction Crime Thriller
Sintel,Colin LevyAnimation Fantasy
Sissi,Ernst MarischkaComedy Drama Romance
Sissi: The Fateful Years Of An Empress,Ernst MarischkaRomance Drama
Sissi: The Young Empress,Ernst MarischkaDrama Comedy Romance
Sister,Ursula MeierDrama
Sister Act,Emile ArdolinoMusic Comedy
Sister Act 2: Back In The Habit,Bill DukeMusic Comedy
Sisters,Brian De PalmaHorror Thriller
Sisters,Jason MooreComedy
Six Days Seven Nights,Ivan ReitmanAction Adventure Comedy Romance
Six Degrees Of Separation,Fred SchepisiMystery Drama Comedy
Six Ways To Sunday,Adam BernsteinComedy
Sixteen Candles,John HughesComedy Romance
Sket,Nirpal BhogalDrama Crime Foreign
Skin Deep,Blake EdwardsRomance Comedy Drama
Skin Trade,Ekachai UekrongthamThriller Action Drama
Skinwalkers,James IsaacFantasy Action Horror
Skiptrace,Renny HarlinAction Comedy
Skirt Day,Jean-Paul LilienfeldDrama
Sky Captain And The World Of Tomorrow,Kerry ConranMystery Action Thriller Science Fiction Adventure
Sky Fighters,Gérard PirèsAdventure
Sky High,Mike MitchellAdventure Comedy Family
Skyfall,Sam MendesAction Adventure Thriller
Skylab,Julie DelpyComedy
Skyline,Colin StrauseScience Fiction
Skyline,Greg StrauseScience Fiction
Slack Bay,Bruno DumontDrama Comedy
Slacker,Richard LinklaterComedy
Slackers,Dewey NicksComedy Romance
Slam,Andrea MolaioliComedy
Slap Shot,George Roy HillDrama Comedy
Slaughterhouse-Five,George Roy HillComedy Drama Fantasy Science Fiction
Slc Punk,James MerendinoCrime Romance Comedy Drama Music
Sleep Dealer,Alex RiveraDrama Science Fiction Thriller
Sleep Tight,Jaume BalagueróThriller
Sleep With Me,Rory KellyComedy Drama Romance
Sleepaway Camp,Robert HiltzikHorror
Sleepaway Camp Ii: Unhappy Campers,Michael A. SimpsonHorror Comedy
Sleeper,Woody AllenComedy Romance Science Fiction
Sleepers,Barry LevinsonCrime Drama Thriller
Sleeping Beauty,Clyde GeronimiFantasy Animation Romance Family
Sleeping Beauty,Wolfgang ReithermanFantasy Animation Romance Family
Sleeping Beauty,Les ClarkFantasy Animation Romance Family
Sleeping Beauty,Eric LarsonFantasy Animation Romance Family
Sleeping Beauty,Julia LeighDrama Romance
Sleeping Beauty,Casper Van DienFantasy Adventure
Sleeping Dogs Lie,Bobcat GoldthwaitDrama Comedy Romance
Sleeping With Other People,Leslye HeadlandComedy
Sleeping With The Enemy,Joseph RubenDrama Crime Thriller
Sleepless,Baran bo OdarAction Crime Thriller
Sleepless In Seattle,Nora EphronComedy Drama Romance
Sleepover,Joe NussbaumComedy Family
Sleepwalkers,Mick GarrisFantasy Horror Thriller
Sleepwalking,William MaherDrama
Sleepy Hollow,Tim BurtonDrama Fantasy Thriller Mystery
Sleight,J.D. DillardDrama Thriller Action Science Fiction
Sleuth,Joseph L. MankiewiczThriller Mystery
Sleuth,Kenneth BranaghDrama Thriller
Sliding Doors,Peter HowittComedy Drama Fantasy Romance
Sling Blade,Billy Bob ThorntonDrama
Slipstream,Anthony HopkinsFantasy Comedy Drama
Slither,James GunnComedy Horror Science Fiction
Sliver,Phillip NoyceDrama Thriller
Slow Burn,Wayne BeachMystery Crime Drama Thriller
Slow West,John MacleanRomance Thriller Western
Slumdog Millionaire,Danny BoyleDrama Romance
Slums Of Beverly Hills,Tamara JenkinsComedy Drama
Small Crimes,E.L. KatzDrama Comedy Thriller Crime
Small Fry,Angus MacLaneAnimation Family
Small Soldiers,Joe DanteComedy Adventure Fantasy Science Fiction Action
Small Time,Joel SurnowDrama Comedy
Small Time Crooks,Woody AllenAction Comedy Crime
Small Town Saturday Night,Ryan CraigDrama
Smart Ass,Kim ChapironComedy Drama
Smart People,Noam MurroComedy Drama Romance
Smashed,James PonsoldtDrama
Smetto Quando Voglio: Masterclass,Sydney SibiliaAction Comedy Crime
Smiles Of A Summer Night,Ingmar BergmanComedy Romance
Smiley,Michael J. GallagherHorror
Smiley Face,Gregg ArakiComedy
Smoke,Wayne WangComedy Drama
Smoke,Paul AusterComedy Drama
Smokey And The Bandit,Hal NeedhamAction Adventure Comedy
Smokey And The Bandit Ii,Hal NeedhamAction Comedy
Smokey And The Bandit Part 3,Dick LowryAction Comedy Crime
Smokin' Aces,Joe CarnahanAction Comedy Crime Thriller
Smokin' Aces 2: Assassins' Ball,P.J. PesceAction Comedy Crime Thriller
Smosh: The Movie,Alex WinterComedy Action Adventure
Smurfs: The Lost Village,Kelly AsburyAdventure Animation Comedy Family
Snake Eyes,Brian De PalmaCrime Mystery
Snake In The Eagle'S Shadow,Yuen Woo-pingAction Comedy
Snakes On A Plane,David R. EllisAction Crime Horror Thriller
Snatch,Guy RitchieThriller Crime
Snatched,Jonathan LevineAction Comedy
Sneakers,Phil Alden RobinsonComedy Crime Drama
Sniper,Luis LlosaAction Drama Thriller
Sniper 3,P.J. PesceDrama Action Thriller
Sniper: Ghost Shooter,Don Michael PaulAction Drama War
Sniper: Reloaded,Claudio FähWar Action Thriller Drama
Sniper: Special Ops,Fred Olen RayAction War
Snitch,Ric Roman WaughThriller Drama
Snow Angels,David Gordon GreenDrama Romance
Snow Buddies,Robert VinceFamily
Snow Cake,Marc EvansRomance Drama
Snow Day,Chris KochComedy Family
Snow Dogs,Brian LevantAdventure Comedy Family
Snow Queen,David WuAdventure Family Fantasy Science Fiction
Snow White And The Huntsman,Rupert SandersAdventure Fantasy Drama
Snow White And The Seven Dwarfs,David HandFantasy Animation Family
Snow White: A Tale Of Terror,Michael CohnFantasy Horror
Snow White: The Fairest Of Them All,Caroline ThompsonAdventure Family Fantasy TV Movie
Snowden,Oliver StoneDrama Thriller
Snowmageddon,Sheldon WilsonAdventure Science Fiction
Snowpiercer,Bong Joon-hoAction Science Fiction Drama
Snowtown,Justin KurzelCrime Drama Horror Thriller
So Close,Corey Yuen KwaiAction Thriller
So I Married An Axe Murderer,Thomas SchlammeComedy Crime Romance
So Undercover,Tom VaughanAction
Soapdish,Michael HoffmanComedy Drama Romance
Society,Brian YuznaComedy Drama Horror
Solace,Afonso PoyartCrime Drama Mystery
Solaris,Andrei TarkovskyDrama Science Fiction Adventure Mystery
Solaris,Steven SoderberghDrama Science Fiction Mystery Romance
Soldier,Paul W.S. AndersonAction War Science Fiction
Soldiers Of Fortune,Maksim KorostyshevskyAction Adventure
Sole A Catinelle,Gennaro NunzianteComedy
Solino,Fatih AkinComedy Drama
Solitary Man,Brian KoppelmanComedy Drama Romance
Solitary Man,David LevienComedy Drama Romance
Solomon Kane,Michael J. BassettAdventure Fantasy Action Science Fiction
Some Girl(S),Daisy von Scherler MayerComedy Drama
Some Kind Of Beautiful,Tom VaughanComedy
Some Kind Of Wonderful,Howard DeutchDrama Romance
Some Like It Hot,Billy WilderComedy Romance
Someone Like You...,Tony GoldwynComedy Romance
Someone Marry Barry,Rob PearlsteinComedy
Something Borrowed,Luke GreenfieldComedy Drama Romance
Something From Nothing: The Art Of Rap,Ice-TDocumentary
Something From Nothing: The Art Of Rap,Andy BaybuttDocumentary
Something New,Sanaa HamriComedy Drama Romance
Something To Talk About,Lasse HallströmComedy
Something Wicked This Way Comes,Jack ClaytonFantasy Mystery Thriller
Something Wild,Jonathan DemmeAction Comedy Drama Romance
Something'S Gotta Give,Nancy MeyersDrama Comedy Romance
Sometimes They Come Back,Tom McLoughlinDrama Horror Thriller
Somewhere,Sofia CoppolaComedy Drama
Somewhere In Time,Jeannot SzwarcScience Fiction Drama Fantasy Romance
Sommersby,Jon AmielDrama Thriller Mystery Romance
Son In Law,Steve RashComedy Drama Romance
Son Of A Gun,Julius AveryAction Crime Drama Thriller
Son Of Batman,Ethan SpauldingAnimation Action Adventure
Son Of Dracula,Robert SiodmakFantasy Horror
Son Of God,Christopher SpencerDrama
Son Of Paleface,Frank TashlinComedy Romance Western
Son Of Rambow,Garth JenningsComedy
Son Of Saul,László NemesWar Drama Thriller
Son Of The Mask,Lawrence GutermanFantasy Comedy Family Adventure
Sonatine,Takeshi KitanoAction Crime Thriller
Song For Marion,Paul Andrew WilliamsMusic Comedy Romance Drama
Song Of The Sea,Tomm MooreFamily Animation Fantasy
Song Of The South,Harve FosterFamily Music
Song Of The South,Wilfred JacksonFamily Music
Song One,Kate Barker-FroylandDrama
Song To Song,Terrence MalickDrama Music Romance
Songcatcher,Maggie GreenwaldDrama Music
Sonny,Nicolas CageCrime Drama
Sons Of The Desert,William A. SeiterAction Comedy
Sophie Scholl: The Final Days,Marc RothemundDrama History
Sophie'S Choice,Alan J. PakulaDrama Romance
Sorcerer,William FriedkinAction Thriller Adventure
Sorority Row,Stewart HendlerHorror Mystery Thriller
Sorority Wars,James HaymanComedy Drama Family TV Movie
Sorry If I Love You,Federico MocciaComedy
Sorry If I Want To Marry You,Federico MocciaComedy Romance
"Sorry, Wrong Number",Anatole LitvakDrama Thriller
Soul Kitchen,Fatih AkinDrama Comedy
Soul Men,Malcolm D. LeeComedy Music
Soul Plane,Jessy TerreroRomance Comedy
Soul Surfer,Sean McNamaraFamily Action Drama
Sound City,Dave GrohlDocumentary Music
Sound Of My Voice,Zal BatmanglijScience Fiction Drama Mystery
Source Code,Duncan JonesThriller Science Fiction Mystery
"South Park: Bigger, Longer & Uncut",Trey ParkerAnimation Comedy Music
South Park: Imaginationland,Trey ParkerAnimation Comedy
Southbound,Matt Bettinelli-OlpinFantasy Thriller Horror Science Fiction
Southbound,David BrucknerFantasy Thriller Horror Science Fiction
Southbound,Patrick HorvathFantasy Thriller Horror Science Fiction
Southbound,Tyler GillettFantasy Thriller Horror Science Fiction
Southbound,Justin MartinezFantasy Thriller Horror Science Fiction
Southbound,Chad VillellaFantasy Thriller Horror Science Fiction
Southbound,Radio SilenceFantasy Thriller Horror Science Fiction
Southbound,Roxanne BenjaminFantasy Thriller Horror Science Fiction
Southern Comfort,Walter HillAction Crime Drama History Thriller
Southland Tales,Richard KellyComedy Science Fiction Thriller
Southpaw,Antoine FuquaAction Drama
Southside With You,Richard TanneRomance Drama
Soylent Green,Richard FleischerMystery Science Fiction Thriller
Space Battleship Yamato,Takashi YamazakiScience Fiction
Space Buddies,Robert VinceComedy Adventure Drama Family
Space Chimps,Kirk De MiccoAnimation Family
Space Cowboys,Clint EastwoodAction Adventure Thriller
Space Dogs,Inna EvlannikovaFamily Animation
Space Dogs,Svyatoslav UshakovFamily Animation
Space Jam,Joe PytkaAnimation Comedy Drama Family Fantasy
Space Pirate Captain Harlock,Shinji AramakiAnimation Science Fiction
Space Station 76,Jack PlotnickDrama Comedy Science Fiction
Spaceballs,Mel BrooksComedy Science Fiction
Spacecamp,Harry WinerFamily Adventure
Spanglish,James L. BrooksComedy
Spanish Affair,Emilio Martínez LázaroComedy Romance
Spanish Affair 2,Emilio Martínez LázaroComedy Romance
Spare Parts,Sean McNamaraAction Drama Family
Spark: A Space Tail,Aaron WoodleyAdventure Animation Comedy Family Science Fiction
Spartacus,Stanley KubrickAction Drama History
Spartacus,Robert DornhelmTV Movie Action Drama History
Spartan,David MametMystery Action Drama Thriller Crime
Spawn,Mark A.Z. DippéAction Adventure Fantasy Horror Science Fiction Thriller
Speak,Jessica SharzerDrama
Speaking Of Sex,John McNaughtonComedy Romance
Special Correspondents,Ricky GervaisComedy
Special Forces,Stéphane RybojadAction Drama War
Special Id,Clarence FokDrama Action Crime
Species,Roger DonaldsonScience Fiction Horror Action
Species Ii,Peter MedakScience Fiction Action Horror
Species Iii,Brad TurnerScience Fiction Action Horror
Species: The Awakening,Nick LyonHorror Science Fiction Thriller
Spectral,Nic MathieuThriller Action Science Fiction
Spectre,Sam MendesAction Adventure Crime
Speed,Jan de BontAction Adventure Crime
Speed 2: Cruise Control,Jan de BontAction Adventure Thriller
Speed Racer,Lilly WachowskiAction Family Science Fiction
Speed Racer,Lana WachowskiAction Family Science Fiction
Spellbound,Alfred HitchcockDrama Mystery Thriller
Spencer'S Mountain,Delmer DavesDrama Comedy
Sphere,Barry LevinsonScience Fiction
Spice World,Bob SpiersAdventure Fantasy Drama Comedy Music
Spider,David CronenbergDrama Mystery Thriller
Spider-Man,Sam RaimiFantasy Action
Spider-Man 2,Sam RaimiAction Adventure Fantasy
Spider-Man 3,Sam RaimiFantasy Action Adventure
Spiders,Tibor TakácsScience Fiction Thriller
Spies Like Us,John LandisComedy Adventure
Spike Island,Mat WhitecrossComedy Drama Music
Spirit: Stallion Of The Cimarron,Kelly AsburyWestern Animation Adventure Comedy Family
Spirit: Stallion Of The Cimarron,Lorna CookWestern Animation Adventure Comedy Family
Spirited Away,Hayao MiyazakiFantasy Adventure Animation Family
Spl: Kill Zone,Wilson YipAction Crime Drama Thriller
Splash,Ron HowardComedy Fantasy Romance
Splendor In The Grass,Elia KazanDrama Romance
Splice,Vincenzo NataliHorror Thriller Science Fiction
Splinter,Toby WilkinsHorror Thriller
Split,M. Night ShyamalanHorror Thriller
Spooks: The Greater Good,Bharat NalluriThriller Action
Spooky Buddies,Robert VinceComedy Family
Spotlight,Tom McCarthyDrama Thriller History
Spread,David MackenzieComedy
Spring,Aaron MoorheadHorror Romance Science Fiction
Spring,Justin BensonHorror Romance Science Fiction
Spring Breakers,Harmony KorineDrama Crime
"Spring, Summer, Fall, Winter... And Spring",Kim Ki-dukDrama
Spun,Jonas ÅkerlundComedy Crime Drama
Spy,Paul FeigAction Comedy Crime
Spy Game,Tony ScottAction Crime Thriller
Spy Hard,Rick FriedbergAction Comedy
Spy Kids,Robert RodriguezAction Comedy Family Adventure
Spy Kids 2: The Island Of Lost Dreams,Robert RodriguezAction Adventure Family
Spy Kids 3-D: Game Over,Robert RodriguezAction Adventure Comedy Family Science Fiction
Spy Kids: All The Time In The World,Robert RodriguezFamily Comedy Action
Spy School,Mark BlutmanAction Adventure Comedy Family
Spy Time,Javier Ruiz CalderaAction Comedy
Squatters,Martin WeiszDrama
St George'S Day,Frank HarperAction Crime Thriller
St Trinian'S 2: The Legend Of Fritton'S Gold,Barnaby ThompsonComedy Adventure
St Trinian'S 2: The Legend Of Fritton'S Gold,Oliver ParkerComedy Adventure
St. Elmo'S Fire,Joel SchumacherDrama Romance
St. Ives,J. Lee ThompsonCrime Action Thriller Mystery
St. Trinian'S,Barnaby ThompsonComedy Family Science Fiction
St. Trinian'S,Oliver ParkerComedy Family Science Fiction
St. Vincent,Theodore MelfiComedy
Stage Fright,Alfred HitchcockThriller
Stage Fright,Jerome SableHorror
Stagecoach,John FordAdventure Western
Stake Land,Jim MickleDrama Horror Action Thriller Science Fiction
Stake Land Ii: The Stakelander,Robert OlsenAction Horror
Stake Land Ii: The Stakelander,Dan BerkAction Horror
Stakeout,John BadhamAction Comedy Romance
Stalag 17,Billy WilderComedy Drama War
Stalingrad,Joseph VilsmaierDrama History War
Stalker,Andrei TarkovskyDrama Science Fiction Thriller
Stan Helsing,Bo ZengaComedy Horror
Stand And Deliver,Ramón MenéndezDrama
Stand By Me,Rob ReinerCrime Drama
Stand By Me Doraemon,Takashi YamazakiFantasy Animation Family
Stand By Me Doraemon,Ryūichi YagiFantasy Animation Family
Stand Up Guys,Fisher StevensThriller Comedy Action
Standby,Rob BurkeRomance Comedy
Standby,Ronan BurkeRomance Comedy
Stander,Bronwen HughesAction Crime Drama
Standing Tall,Emmanuelle BercotDrama
Standoff,Adam AllecaDrama Thriller
Star 80,Bob FosseDrama
Star Runners,Matt KingTV Movie Horror Science Fiction
Star Trek,J.J. AbramsScience Fiction Action Adventure
Star Trek Beyond,Justin LinAction Adventure Science Fiction
Star Trek Ii: The Wrath Of Khan,Nicholas MeyerAction Adventure Science Fiction Thriller
Star Trek Iii: The Search For Spock,Leonard NimoyScience Fiction Action Adventure Thriller
Star Trek Into Darkness,J.J. AbramsAction Adventure Science Fiction
Star Trek Iv: The Voyage Home,Leonard NimoyScience Fiction Adventure
Star Trek V: The Final Frontier,William ShatnerScience Fiction Action Adventure Thriller
Star Trek Vi: The Undiscovered Country,Nicholas MeyerScience Fiction Action Adventure Thriller
Star Trek: First Contact,Jonathan FrakesScience Fiction Action Adventure Thriller
Star Trek: Generations,David CarsonScience Fiction Action Adventure Thriller
Star Trek: Insurrection,Jonathan FrakesScience Fiction Action Adventure Thriller
Star Trek: Nemesis,Stuart BairdScience Fiction Action Adventure Thriller
Star Trek: The Motion Picture,Robert WiseScience Fiction Adventure Mystery
Star Wars,George LucasAdventure Action Science Fiction
